Year,District,Crop,Variety,Season,Soil_Type,Temperature,Humidity,Rainfall,N,P,K,Fertilizer_Usage,Pesticide_Usage,Irrigation,Pest_Index,Yield
2004,Angul,Pulses,Variety_C,Kharif,Sandy,35.593820005455385,65.81100947678922,144.83317079900553,29.99749158180029,32.96244459829336,30.02251666834131,45.71602722594934,68.57996256539676,75.38521056219511,0.7219987722668247,3.0848803618600997
2004,Angul,Pulses,Variety_B,Rabi,Sandy,21.812128690656415,67.10316055998524,127.08935755480556,118.32308858067881,33.338144662398996,61.59642440417923,142.45535694580036,50.54493267725887,55.96923252193994,0.9422017556848528,4.57245772158226
2004,Angul,Wheat,Variety_A,Rabi,Loamy,20.319325044404284,43.85362953732894,87.48713048728328,88.32635188254582,40.49983288913104,59.99169470416986,51.20563763139897,45.19545468159167,132.00623950462804,0.7553614103176525,3.1950632113701816
2004,Angul,Wheat,Variety_B,Kharif,Sandy,35.502656467222295,86.36993649385136,270.55165811974166,79.78999788110852,56.093711751155844,15.30955012311517,55.27691523544613,14.070456001948425,196.39864884346895,0.388677289689482,8.350247077411316
2004,Angul,Wheat,Variety_B,Zaid,Clay,39.305106145282764,66.42205486120108,97.27977096631214,49.62735057040824,18.263346953150126,10.938184404471636,96.21226652714654,45.53933663580128,182.06967862311714,0.014079822715084456,5.636519705624773
2004,Angul,Pulses,Variety_A,Kharif,Sandy,38.52601757026698,69.06462153011667,276.18870915225864,105.00385777897993,32.47253370691017,15.724606989424679,86.74728539568794,70.19571273972466,349.6650604778735,0.5912977877077271,9.088808449136277
2004,Angul,Wheat,Variety_A,Zaid,Sandy,27.658537495075798,88.30272572334623,257.6958707945035,92.17295211648732,21.799245987447787,25.364099365679436,27.278046116917643,73.95966007172086,99.9008693653241,0.4393365018657701,7.073184327484044
2004,Angul,Rice,Variety_A,Kharif,Loamy,24.9858445829775,54.62297538213778,231.55431879205364,42.87981654916224,13.848995491439648,27.385087174826083,49.0198317057208,93.67278871083158,413.65417080398765,0.6334037565104235,7.735304652357133
2004,Angul,Wheat,Variety_C,Rabi,Loamy,26.486900420105478,37.3252772820404,119.76339466155298,110.6828441545754,23.606612469231766,48.86140723248174,20.09366785915685,41.73119707007521,187.15156617111307,0.16465585314294173,5.691737156000804
2004,Angul,Rice,Variety_C,Zaid,Loamy,23.36582084345861,43.12585317438422,176.26856056485553,60.383617105804085,13.244612355449078,25.23492483606068,64.43769131094822,72.66738455558095,370.5217654659989,0.1480869299533999,9.644440480974733
2004,Balangir,Rice,Variety_B,Zaid,Clay,30.05358046457723,33.08872507499936,98.0210099862512,110.82658859666537,21.97809453334862,18.693692325473386,108.10149684996134,98.70854086995406,158.92487218017519,0.6721355474058786,4.180163473010697
2004,Balangir,Pulses,Variety_B,Rabi,Clay,32.670594215217896,62.14648104448551,45.28113561523433,103.5302495589238,26.03900324858679,21.191110623991253,27.339525479857507,63.18036488694176,354.9039628290271,0.016587828927856152,6.563050178064703
2004,Balangir,Pulses,Variety_C,Zaid,Sandy,23.487328580099827,71.45626428614796,128.28589696415048,113.67299887367345,16.876047207299663,30.46398106301551,40.42523382330603,93.22242564507064,444.80270902144144,0.2579416277151556,8.691692779161292
2004,Balangir,Rice,Variety_A,Kharif,Loamy,21.862055356117985,83.83294547719962,272.11705600573254,83.31014572732678,26.951489552435035,30.952574476759654,150.6720221966431,90.73992339573194,449.18889091930276,0.7798755458576239,10.584383058877801
2004,Balangir,Pulses,Variety_B,Kharif,Loamy,20.183941032332594,36.08829257196193,205.78049535025562,20.50615838462187,18.04040257087493,42.924027361995165,144.54113558468478,68.67651335523405,150.9211892572519,0.7121792213475359,5.478322225297784
2004,Balangir,Pulses,Variety_A,Zaid,Clay,30.850804611097985,60.5288446103256,198.1731330920507,45.04618186055841,39.49354237802719,68.73357149650055,107.61358753270191,91.54889089466987,245.47746447969288,0.3500784076946757,7.670052347165616
2004,Balangir,Rice,Variety_A,Zaid,Clay,24.603705364831107,59.951602793085144,180.16117577857128,96.8554014306309,12.180188587721688,69.67303064784046,104.59001251836973,35.16043076170827,447.57231001981654,0.7477187738974139,8.603372712073622
2004,Balangir,Wheat,Variety_C,Kharif,Sandy,39.60663167432091,34.52077536036769,105.59516540041092,39.0911031150346,23.423742844507842,39.11679245657894,87.08363607692887,45.5222320128525,429.8959133268401,0.9300168348108319,5.1349938166894935
2004,Balangir,Wheat,Variety_B,Rabi,Sandy,27.17293562592328,45.24981894418433,102.68136475730284,52.255076423860054,52.43348974623372,18.197279886521727,147.60397944382134,59.753797921711694,183.42956464150933,0.4197808564462765,5.909447393808739
2004,Balangir,Wheat,Variety_A,Zaid,Clay,23.885479070240844,34.256455019995656,131.09947161988873,25.076853103939694,54.33085744753299,11.657006312422283,124.19568119136056,49.462671071627824,352.4117608828397,0.32815266747473193,6.346802672221311
2004,Cuttack,Wheat,Variety_A,Zaid,Loamy,36.778670041387265,81.62427709870052,90.07038094444194,23.88347344294232,25.16327573366114,42.22494563179933,78.79722352328736,84.50821034088298,172.19431211888383,0.9652518303907698,2.9098801977670896
2004,Cuttack,Wheat,Variety_C,Zaid,Sandy,22.76706184835603,37.96472533457819,291.4703227919645,91.4595104179952,12.053375838393789,33.92925408668767,98.03373276453357,76.96383786992038,162.88723730599753,0.18433367433137005,9.545854781338532
2004,Cuttack,Wheat,Variety_A,Zaid,Sandy,33.76999801530733,33.491615730506616,276.2598437354145,64.23522297311044,21.98936795787016,15.632397404877505,52.91587947931532,94.11525976057388,337.2217672295077,0.5166962574265667,8.260694944610092
2004,Cuttack,Rice,Variety_B,Zaid,Sandy,27.119453573025233,75.47076662786215,24.030176816331643,31.607264050691626,12.300132101087637,12.443728139138209,173.9829051219813,73.32920734420213,263.37822308929634,0.09783416065100148,5.8410349607442145
2004,Cuttack,Rice,Variety_B,Zaid,Clay,28.67703298475946,53.91028406384241,192.43802745462062,83.50936508676438,12.265200488602225,32.47675687758827,132.65478482856255,55.28226327220789,435.42042853474504,0.658693631618945,8.50513200467771
2004,Cuttack,Pulses,Variety_A,Rabi,Sandy,29.165057809830333,62.7370073589561,283.61014645742705,58.610263780077425,58.05952819119571,64.32103851736383,55.24240426207336,16.24251707876489,95.350100619842,0.018221825651549728,9.678073060661497
2004,Cuttack,Pulses,Variety_C,Rabi,Sandy,21.42377296920458,49.138537817625675,256.56508707144724,22.327193573582587,50.72342412944679,26.911286486403995,41.26966897189813,72.70634488277355,333.0242810509478,0.877472013527053,7.48163626123533
2004,Cuttack,Rice,Variety_A,Rabi,Clay,31.370405674999166,64.55547451548507,224.86137148389926,32.76897294224656,22.50082246080523,44.83264074063459,176.08098929774997,60.568002292939624,157.36858690565307,0.6798447799002458,7.266394527817091
2004,Cuttack,Pulses,Variety_A,Kharif,Sandy,27.554577723525895,62.059648411833805,159.03713339126176,58.96180862192035,24.881758725465545,15.999093229711804,29.627353414526404,96.26873471948785,431.2144148430154,0.3549051904627206,7.411439900204101
2004,Cuttack,Pulses,Variety_A,Rabi,Sandy,21.834082945169623,66.14645555406713,175.0368546568242,41.272789502422896,57.30972714408451,56.877763028272156,40.423628363140644,93.78361951185633,488.4116938404846,0.9959312420303291,7.290195403604036
2004,Puri,Wheat,Variety_C,Kharif,Sandy,30.91831540329978,72.34988903272168,291.22254431275775,88.8030010175039,51.84819371186869,62.01212231865048,170.92653747751731,48.3482327542247,150.15938790696373,0.39665160195425186,9.77579304327036
2004,Puri,Rice,Variety_A,Kharif,Loamy,38.94497154767717,89.16006382937226,230.94589187250367,57.62595855309158,14.175035834933439,56.628814955646206,120.51276495244491,48.17998083222786,457.8594732926312,0.11119748230615134,10.940381042720674
2004,Puri,Pulses,Variety_B,Kharif,Clay,29.373212839882527,33.37819654091024,53.26901655506014,31.752624677710486,42.460515105803175,54.7626927559254,125.00637771748873,96.59552936270877,218.69176078566682,0.28571208628186073,4.970878805491844
2004,Puri,Wheat,Variety_A,Rabi,Clay,20.863198239011524,83.46858682188426,167.75631054416397,119.29647961193004,13.689828236769943,43.231257064079244,194.4744564114378,57.078805975313394,333.22938716086816,0.6957486889846172,8.75056150623686
2004,Puri,Pulses,Variety_B,Kharif,Clay,31.686286238462003,84.06948062945935,32.724986495608206,48.096318959223034,57.520574203827934,63.41582703345498,102.01821550142833,65.8119338021383,174.8215323415097,0.1881211597237613,3.9487078805106868
2004,Puri,Wheat,Variety_C,Kharif,Clay,33.9632342803949,62.165781980647225,106.66773256017177,101.37950197069486,44.23655862769397,19.757016360693477,183.96689320889163,84.0283518630852,477.4099609813658,0.72571950838836,7.753598703916155
2004,Puri,Pulses,Variety_B,Kharif,Loamy,38.65456966708027,81.9638333700245,32.661227629733034,22.6366974497252,28.82316834390248,58.633199846909974,197.70970327669,23.537520199317537,317.3588219084608,0.3808908566310215,5.447554259376334
